id,full_lyrics,emotion,label
575,kontemplasi dalam frustasi mencari ketenangan yang lama pergi. bagai sebuah pisau runcing yang menyayat nadi kedamaian yang telah lama pergi. pening menggumpal bergejolak menjadi beban. merakit sakit menyulam mimpi buruk yang nyata. bergemuruh kepeningan berbalut sengsara yang bernyawa. peluru tanya yang bersarang dikepala berat terasa. pening dalam hening bising dalam sunyi. rasa sakit adalah seni. sesak jejali penak dalam kepala. resapilah nikmatilah. beban bermutasi kehampaan. roda kehidupan berputar lambat dan kepala ini seakan berputar cepat. sakit jasmaniku keseimbangan yang kian goyah. cacat rohaniku kadar keimanan dangkal dan rendah. sakit jasmaniku raga ini kian melemah. cacat rohaniku jiwa yang tersudut rasa frustasi. awan hitam pekat keruhkan pikiran. badai stress pun datang tak ada jalan untuk berlari. merakit sakit menyulam mimpi buruk yang nyata. bergemuruh kepeningan berbalut sengsara yang bernyawa. peluru tanya yang bersarang dikepala berat terasa.,takut,3
576,"bagai mentari bersinar. di indahnya pagi. adalah hidupmu. siap memancarkan sinar. lihatlah hidupmu. penug dengan kesempatan. walau beban hidup menghalang. jangan lari dari bebanmu. adalah berita. dari seorang sahabatku. indahnya hidupmu. jangan pernah kau hempaskan. pengharapan datang. bila kau membuka hatimu. cari dan temukan pastikan. pengharapan ada padamu. hidupmu indah. bila kau tahu. jalan mana yang benar. harapan ada, harapan ada. bila kau mengerti. hidupmu indah. bila kau tahu. jalan mana yang benar. harapan ada, harapan ada. bila kau percaya. pengharapan datang. bila kau membuka hatimu. cari dan temukan pastikan.",bahagia,0
577,"terlalu berlarut kesedihanku. larut kesendirianku yeei karena kamu. terlanjur, terlanjut kau patahkanku. hingga aku pun tak mampu heei buka hatiku. harus ku terima dan tetap ku terima. walau pun yang kurasa. ku telah, ku telah mati rasa. tak mampu melihat, kau butakan segalanya. luka, luka yang ku rasa. semakin ku lupakan, semakin ku tak bisa. terlanjur, terlanjut kau patahkanku. hingga aku pun tak mampu yeeheei buka hatiku. ku telah, ku telah mati rasa. tak mampu melihat, kau butakan segalanya. luka, luka yang ku rasa. semakin ku lupakan, semakin ku tak bisa. semakin ku lupakan, semakin ku tak bisa, semakin ku tak bisa.",sedih,1
578,kesedihan hari ini. bisa saja jadi bahagia. esok hari. walau kadang kenyataan. tidak selalu seperti apa yang. diinginkan. dan kuikhlaskan sih galanya. keyakinan ini membuatku bertahan. hidup yang kujalani. masalah yang kuhadapi. semua yang terjadi. pasti ada hikmahnya. walau kadang kenyataan. tidak selalu seperti apa yang tak seperti . diinginkan. akan kuserahkan semuanya. keyakinan pada nya. menjadikanku tenang. hidup yang kujalani. masalah yang kuhadapi. semua yang terjadi. pasti ada hikmahnya. aku akan terus berjuang. aku akan terus bermimpi. untuk hidup yang lebih baik. untuk hidup yang lebih indah untuk hidup yang lebih indah . harus yakin harus yakin . pasti bisa pasti bisa pasti bisa. hidup yang kujalani. masalah yang kuhadapi. semua yang terjadi. pasti ada hikmahnya. aku akan terus berjuang. aku akan terus bermimpi. untuk hidup yang lebih baik untuk hidup yang lebih baik . untuk hidup yang lebih indah untuk hidup yang lebih indah . aku akan terus berjuang. aku akan terus bermimpi. untuk hidup yang lebih baik. untuk hidup yang lebih indah. untuk hidup yang lebih baik. untuk hidup yang lebih indah untuk hidup yang lebih indah . kesedihan hari ini. bisa saja jadi bahagia esok hari,sedih,1
579,batas muda rasanya dunia punya kita. tanpa beban bagai akan hidup selamanya. masa depan yang luas terbentang. hidup ini hanya sekali. nikmati selagi bisa. jika ada yang menghalangi. abaikan kata mereka. mungkin hanya menakuti saja. walau kadang memang nyata. abaikan peringatan. lakukan apa yang kau inginkan. tiada yang menghalang. tiada. saat muda bukan berarti kau tahu semua. jika dewasa kau baru akan paham maksudnya. jangan sampai engkau lewat batas. kau langgar peringatan. ini yang kau dapatkan. hanyalah penyesalan. abaikan.,bahagia,0
580,"gunting gunting, batu dan kertas. semua cara kucoba. tiban perih yang ada, oh. dengan sakit terbaru. aku menuai abu. darah dalam sela kuku. mempertontonkan pilu. gajah, semut, manusia. berputar di pusara. di nyawa berikutnya, oh. lihat aku berduka. aku menuai abu. darah dalam sela kukuku. mempertontonkan pilu. aku tak jemu-jemu. siarkan nanah dan retak dalam hatiku. tarik tiket ke dunia. kupasang tarif tuk pasang. mata yang menyaksikan. bersorak untuk jiwa. yang rusak, tayangkan langsung. di panggung, di ponsel. di algoritma. aku menuai abu. darah dalam sela kukuku. mempertontonkan pilu. aku tak jemu-jemu. siarkan nanah dan retak dalam hatiku. tarik tiket ke dunia. aku membangun dan aku menghancurkan. aku membangun dan aku menghancurkan. aku membangun dan aku menghancurkan. aku membangun dan aku menghancurkan.",sedih,1
581,"kau berdebu. pikiranmu. isi hatimu. merasa heroik. memekik-mekik. orang-orang bergidik. peran yang kau pikul. pamrihnya menyembul. seolah jawaban tiada pertanyaan. hanyalah igauan. kau berkarat. terbaca dalam niat. dan tabiat. kau berakrobatik. menukik-nukik. orang tersedak jijik. peran yang kau pikul. pamrihnya menyembul. seolah jawaban tiada pertanyaan. hanyalah igauan, kau kesiangan. kau kesiangan. delusional. kambang di awang-awang. bersimbahkan pujian. tanpa pijakan, akankah temukan. jejak-jejak pulang? kita histeris sambut narsis. berharap mesianis. berbaris ke tepi di tubir yang tinggi. terambing tak pasti, dikelabui. dikelabui.",marah,2
582,"3 bulan. tiga bulan lamanya kau dalam penjara. teman. seratus butir telur ayam di pasar. hilang engkau ganyang. palu keras bapak hakim berbunyi tegas. terbayang. bibir suing, gigi rompal dapat dipastikan. malang engkau kawan. tiga bulan lamanya kah tuan ditahan. nikmat benar. seratus juta uang negara terbang melayang. masuk kantong tuan. palu kayu bapak hakim berbunyi pelan. terdengar sumbang. dalam rumah, dalam penjara tiada beda. coba bayangkan teman. tiga bulan lamanya kau dalam penjara. teman. seratus butir telur ayam di pasar. hilang engkau ganyang. palu keras bapak hakim berbunyi tegas. terbayang. bibir suing, gigi rompal dapat dipastikan. malang engkau kawan. tiga bulan lamanya kah tuan ditahan. nikmat benar. seratus juta uang negara terbang melayang. masuk kantong tuan. palu kayu bapak hakim berbunyi pelan. terdengar sumbang. dalam rumah, dalam penjara tiada beda. coba bayangkan teman. dalam rumah, dalam penjara tiada beda. coba bayangkan teman.",marah,2
583,"senja akan segera berlalu. seorang lelaki melintas menyimpan malu. menyusul langkah. sang gadis yang mungil. tapak kakinya yang lelah menyisakan perih. nanti malam 'kan ia jerat rembulan. disimpan dalam sunyi hingga esok hari. lelah berpura-pura bersandiwara. esok pagi kan seperti hari ini. menyisakan duri. menyisakan perih. menyisakan sunyi, a-aa. berharap gadis. mengerti hatinya. tetes keringat mengalir mencoba melawan. ragu. nanti malam 'kan ia jerat rembulan. disimpan dalam sunyi hingga esok hari. lelah berpura-pura bersandiwara. esok pagi kan seperti hari ini. menyisakan duri. menyisakan perih. menyisakan sunyi, a-aa. nanti malam 'kan ia jerat rembulan. disimpan dalam sunyi hingga esok hari. lelah berpura-pura bersandiwara. esok pagi kan seperti hari ini. menyisakan duri. menyisakan perih. menyisakan sunyi, a-aa.",sedih,1
584,hidup tak lagi sama. konglomerasi pesta. lapar bagaikan hama. tak ada yang tersisa. dedikasi dijaga. berjejal di kepala. demi sanak saudara. hingga menyesakkan dada. diskriminasi harga. untuk kita semua. kado bersama-sama. di musim petik tiba. yang muda lari ke kota. berharap tanahnya mulia. kosong di depan mata. banyak asap di sana. menanam tak bisa. menangis pun sama. diskriminasi harga. untuk kita semua. kado bersama-sama. di musim petik tiba. yang muda lari ke kota. berharap tanahnya mulia. kosong di depan mata. banyak asap di sana. menanam tak bisa. menangis pun sama. gantung cita-cita. di tepian kota. menanam tak bisa. menangis pun sama. gantung cita-cita. di tepian kota.,sedih,1
585,semudah itu kau ucapkan kata maaf kekasihku. setelah kau lakukan lagi kesalahan yang sama. di mana perasaanmu . saat kau melakukan salah yang sama. inikah cara dirimu. membalas tulus cinta yang telah aku beri oh. menyakitkan bila cintaku dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu. oh. oh. oh. dimana perasaanmu . saat kau melakukan salah yang sama. inikah cara dirimu. membalas tulus cinta yang telah aku beri oh. menyakitkan bila cintaku dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu. menyakitkan bila cintaku dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu. oh. oh,marah,2
586,"luka silet di pipi. sakitnya setengah mati. kubawa bekasnya sampai mati. setidaknya ku tak takut darah lagi. mengikuti sepak bola. dan transfer pemain di berita. tapi masuk klub fotografi. karena kaki tak hebat menari. enggan masuk sma. hingga malam di brawijaya. menunggu pembebasan. m'reka tak paham yang kita wariskan. stella bertemu pasangannya. adrian ke australia. kawan-kawan pergi s-2. namun tujuanku belum tiba. tak ada yang tahu. kapan kau mencapai tuju. dan percayalah bukan urusanmu untuk menjawab itu. bersender pada waktu. kuatkanlah dirimu. atas pertanyaan yang memburu. tentang masa depan, pernikahan, pendidikan, pekerjaan, keimanan. selalu minta bertemu lagi. namun hanya bersua di reuni. nama-nama yang datang dan pergi. kadang bagai maling di malam hari. jangan takut melihat yang ambil cuti. kapan-kapan semoga kau berani. hidup bukan saling mendahului. bermimpilah sendiri-sendiri. tak ada yang tahu. kapan kau mencapai tuju. dan percayalah bukan urusanmu untuk menjawab itu. katakan pada dirimu. besok mungkin kita sampai. besok mungkin tercapai. tak ada yang tahu. kapan kau mencapai tuju. tak ada yang tahu. selesainya peraduanmu. dan percayalah bukan urusanmu untuk menjawab itu. bersender pada waktu. besok mungkin kita sampai. besok mungkin tercapai. besok mungkin kita sampai.",takut,3
587,aku pernah jadi malaikatmu. menjaga kamu selalu. dari hari burukmu. dulu akulah penyelamatmu. pelindung dalam jiwamu. oh selalu ada untukmu. firasatku berkata untuk jauh darimu. lalu aku temui kamu. tidak kusangka kamu ada didepanku. bermain cinta. terang saja terlihat dimataku. kau peluk dia jelas didepanku. apa kamu lupa pengorbananku. kamu terlalu jahat perlakukan diriku sekejam ini. lebih baik aku sendiri. aku pernah jadi malaikatmu. menjaga kamu selalu. oh dari hari burukmu oh oh. terang saja terlihat di mataku. penghianatan ada di depanku. bagaimana kini aku kan percaya. kamu terlalu jahat perlakukan diriku sekejam ini. lebih baik aku sendiri. tenang saja aku lepaskan cintamu. kau peluk dia jelas didepanku. apa kamu lupa pengorbananku. kamu terlalu jahat perlakukan diriku sekejam ini. lebih baik aku sendiri. lebih baik aku sendiri,sedih,1
588,"dari jendela kelasku. aku memandang kolam yang tak ada airnya. sinar mentari musim panas. mengingatkanku seekor jangkrik. suara gelak tawa dari teman sekelas. mulai terdengar dari kejauhan. masa muda yang seperti percikan kenangan. 'kan menjadi bayangan di langit senja yang merah. setiap manusia dengan ceroboh. terlupa akan cara berenang. saat bahagia maupun sedih. tanpa pijakan kaki terlihat tenggelam. daun ginkgo yang berguguran. lalu menutup dasar kolam berdinding keras. ku menunggu airnya naik. hingga datangnya musim panas. warna kulitku yang belang karena terbakar. membuat hati ini terasa sepi. semua kenangan akan selalu menghilang. memori baru akan terus terlahir menggantikannya. meski kaki yang menjadi keram. dan hidung yang kemasukkan air. ku 'kan melawan rasa sakitnya. dan berjuang agar ku bisa berenang. berapa banyak pun air yang hilang pasti 'kan terisi kembali. suatu hari akankah dasar kolam ini jadi terasa dangkal? ""semua tanggung jawab dan tekanan. seakan menenggalamkan dan membuat sesak. sebenarnya untuk apa aku di sini? hari ini pun aku memberanikan diri untuk melanjutkan hidup. demi mencari jawabannya"". setiap manusia dengan ceroboh. terlupa akan cara berenang. saat bahagia maupun sedih. tanpa pijakan kaki terlihat tenggelam.",takut,3
589,dari pertama dengar kamu curhat. rasanya kebakar hatiku. feelin' gue biru. kau bagai duduk diatas api. dan panasnya kebohongan. laki-laki yang membuat kamu. symphaty-ku untukmu nge-blues. setiap malam aku bisa gak tidur-tidur. selalu kebayang dan kepikiran jauh terus. ku berlutut dan berharap kau still alive. dan gak ada lagi yang nge-sex abuse. symphaty-ku untukmu. dan rasa sayangku untukmu. symphaty-ku untukmu. dari sikapmu aku percaya. symphaty-ku untukmu. dan rasa sayangku untukmu. symphaty-ku untukmu. suatu waktu kamu pasti survive. malam sunyi sendiri setelah. 3 hari 3 malam bersamamu. setiap malam ku melindungimu. anytime kamu perlu. just call me!,sedih,1
590,"ambulan zig zag. deru ambulan memasuki pelataran rumah sakit yang putih berkilau. di dalam ambulan tersebut tergolek sosok tubuh gemuk bergelimang perhiasan. nyonya kaya pingsan mendengar kabar putranya kecelakaan. dan para medis berdatangan kerja cepat. lalu langsung membawa korban menuju ruang periksa. tanpa bahas sana, bahas sini mungkin sudah terbiasa. tak lama berselang super helicak datang. masuk membawa korban yang berkain sarung. seluruh badannya melepuh akibat pangkalan bensin ecerannya. meledak. suster cantik datang mau menanyakan. dia menanyakan data si korban. dijawab dengan jerit kesakitan. suster menyarankan bayar ongkos pengobatan. ai sungguh sayang korban tak bawa uang. suster cantik ngotot lalu melotot. dan berkata silahkan bapak tunggu di muka. hey, modar aku, hey, modar aku. jerit si pasien merasa kesakitan. tak lama berselang super helicak datang. masuk membawa korban yang berkain sarung. seluruh badannya melepuh akibat pangkalan bensin ecerannya. meledak. suster cantik datang mau menanyakan. dia menanyakan data si korban. dijawab dengan jerit kesakitan. suster menyarankan bayar ongkos pengobatan. ai sungguh sayang korban tak bawa uang. suster cantik ngotot lalu melotot. dan berkata silahkan bapak tunggu di muka. hey, modar aku, hey, modar aku. jerit si pasien merasa diremehkan. hey, modar aku, hey, modar aku. jerit si pasien merasa kesakitan.",marah,2
591,"dalam upaya dia mengandalkan. s'mua yang terkuras dari raganya. silam yang berjangkau, dia merajakan. arti perhatian yang tak terbalas. tulis di angkasa, tertangkis angkara. cita terpalingkan tak s'banding rangkaian khayal. tarikh yang dilampau, penjaga sandang wajah. dari kehancuran masa berkilau. tulis di angkasa, tertangkis angkara. cita terpalingkan tak s'banding rangkaian khayal. tertanam di angan, sang kelana berpulang. rindu telah datang tak s'banding paras yang tenang. sampailah kau. di ujung penatmu. yang kau nantikan. dalam dinding waktu. kau sempatkan riwayat. di hati yang beku. tulis di angkasa, tertangkis angkara. cita terpalingkan tak s'banding rangkaian khayal. tertanam di angan, sang kelana berpulang. rindu telah datang tak s'banding paras yang tenang. tertulis di angkasa, tertangkis angkara. tertulis di angkasa, tertangkis angkara. tertulis di angkasa, tertangkis angkara. tertulis di angkasa.",sedih,1
592,sedikit waktu yang kau miliki. luangkanlah untukku. harap secepatnya datangi aku. sihkali ini aku mohon padamu. ada yang ingin aku sampaikan. sempatkanlah. hampa kesal dan amarah. sihluruhnya ada dibenakku. tandai seketika. hati yang tidak terbalas. oleh cintamu. kuingin marah melampiaskan tapi kuhanyalah sendiri disini. ingin kutunjukkan pada siapa saja yang ada. bahwa hatiku kecewa. sedetik menunggumu disini sihperti seharian. berkali kulihat jam ditangan. demi membunuh waktu. tidak kulihat tanda kehadiranmu. yang semakin meyakiniku. kau tidak datang. hampa kesal dan amarah. sihluruhnya ada dibenakku. tandai seketika. hati yang tidak terbalas. oleh cintamu. kuingin marah melampiaskan tapi kuhanyalah sendiri disini. ingin kutunjukkan pada siapa saja yang ada. bahwa hatiku kecewa. hampa kesal dan amarah. sihluruhnya ada dibenakku. tandai seketika. hati yang tidak terbalas. oleh cintamu. kuingin marah melampiaskan tapi kuhanyalah sendiri disini. ingin kutunjukkan pada siapa saja yang ada. bahwa hatiku kecewa,marah,2
